customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS-06306,Female,0,No,No,33,Yes,No phone service,Fiber optic,Yes,No internet service,One year,Yes,Bank transfer,117.21,6639.51,No
CUS-06307,Female,0,Yes,No,50,Yes,Yes,No,No,Yes,One year,No,Mailed check,18.48,2546.83,Yes
CUS-06308,Female,0,Yes,No,67,Yes,Yes,No,No,No,Two year,No,Credit card,45.83,791.57,No
CUS-06309,Female,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No internet service,Month-to-month,No,Mailed check,117.09,1789.66,No
CUS-06310,Female,0,No,No,68,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,67.28,6635.21,No
CUS-06311,Male,0,No,No,7,Yes,No phone service,DSL,Yes,No internet service,Two year,No,Electronic check,112.7,8297.47,No
CUS-06312,Male,0,No,No,14,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer,103.99,2240.76,No
CUS-06313,Male,1,Yes,No,58,Yes,No phone service,Fiber optic,No,No,Two year,Yes,Bank transfer,89.88,7040.3,No
CUS-06314,Female,0,Yes,Yes,10,Yes,No phone service,DSL,No internet service,No,Two year,No,Electronic check,90.09,1974.12,No
CUS-06315,Female,0,Yes,No,19,Yes,No phone service,Fiber optic,Yes,Yes,One year,Yes,Mailed check,18.47,5850.33,No
CUS-06316,Female,0,No,No,54,No,No,DSL,No,No internet service,One year,No,Credit card,48.02,735.57,No
CUS-06317,Male,0,No,No,35,No,No phone service,DSL,Yes,No internet service,Month-to-month,Yes,Credit card,62.53,5041.01,No
CUS-06318,Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,70.5,2328.19,No
CUS-06319,Female,1,Yes,No,57,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer,62.83,7963.61,No
CUS-06320,Male,0,No,No,37,Yes,Yes,Fiber optic,No internet service,No,One year,No,Bank transfer,62.08,2504.64,No
CUS-06321,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,One year,No,Electronic check,105.12,3437.42,No
CUS-06322,Male,0,Yes,No,64,Yes,No phone service,Fiber optic,No internet service,Yes,One year,Yes,Electronic check,115.93,7232.71,No
CUS-06323,Male,0,No,Yes,0,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,103.55,3779.27,No
CUS-06324,Female,1,No,No,59,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,No,Electronic check,87.81,2064.05,No
CUS-06325,Female,0,No,No,24,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,92.37,4717.03,No
CUS-06326,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,92.47,7226.8,No
CUS-06327,Male,1,No,Yes,49,Yes,No phone service,No,No internet service,No,Month-to-month,No,Mailed check,98.77,3735.53,Yes
CUS-06328,Male,1,Yes,Yes,11,Yes,No phone service,Fiber optic,Yes,Yes,Two year,No,Credit card,23.65,1158.45,Yes
CUS-06329,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No internet service,No,One year,Yes,Electronic check,25.55,3305.65,No
CUS-06330,Female,0,No,No,32,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Mailed check,27.83,8209.31,Yes
CUS-06331,Female,0,Yes,No,71,Yes,No phone service,DSL,No,No,Two year,Yes,Mailed check,110.03,636.09,No
CUS-06332,Female,1,No,Yes,25,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,80.8,3523.28,No
CUS-06333,Female,0,Yes,No,41,Yes,No,No,Yes,No internet service,Two year,No,Mailed check,63.99,5579.38,Yes
CUS-06334,Male,1,Yes,Yes,49,No,No phone service,No,No internet service,No,Month-to-month,Yes,Credit card,95.79,691.84,No
CUS-06335,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,40.23,2978.38,No
CUS-06336,Male,0,No,No,40,Yes,No phone service,Fiber optic,Yes,No,Two year,Yes,Mailed check,99.31,8090.04,No
CUS-06337,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,52.93,280.92,Yes
CUS-06338,Female,0,Yes,No,1,Yes,No,DSL,Yes,No,One year,No,Electronic check,82.08,6469.45,No
CUS-06339,Female,0,No,No,69,Yes,Yes,No,No,No internet service,Two year,No,Mailed check,117.73,7238.68,No
CUS-06340,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Bank transfer,25.26,2395.74,No
CUS-06341,Male,0,Yes,Yes,22,Yes,No phone service,Fiber optic,No internet service,No,Two year,Yes,Mailed check,114.71,1860.68,Yes
CUS-06342,Male,0,No,No,53,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,95.55,7868.99,No
CUS-06343,Female,0,Yes,No,27,Yes,Yes,DSL,No,No internet service,One year,No,Electronic check,62.99,6574.66,No
CUS-06344,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,28.36,991.03,No
CUS-06345,Male,0,No,No,47,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Credit card,29.28,1839.08,No
CUS-06346,Female,1,No,No,1,No,Yes,DSL,Yes,Yes,Two year,Yes,Credit card,76.83,5350.47,No
CUS-06347,Male,0,No,Yes,10,Yes,No,DSL,No,Yes,Month-to-month,Yes,Electronic check,71.07,3617.44,No
CUS-06348,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No internet service,One year,No,Credit card,72.07,4344.82,Yes
CUS-06349,Male,0,No,No,58,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card,46.07,8184.14,No
CUS-06350,Female,0,Yes,No,58,Yes,No phone service,DSL,Yes,No internet service,One year,Yes,Credit card,27.27,3624.46,Yes
CUS-06351,Female,0,No,No,37,Yes,No,DSL,No internet service,Yes,Two year,No,Bank transfer,98.74,7584.59,No
CUS-06352,Male,1,No,No,24,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card,40.4,5688.51,No
CUS-06353,Female,0,Yes,No,20,Yes,No phone service,No,Yes,Yes,One year,No,Bank transfer,83.18,1061.74,No
CUS-06354,Male,0,No,No,41,Yes,No phone service,DSL,No,Yes,Two year,Yes,Bank transfer,54.85,6407.36,No
CUS-06355,Male,0,No,No,35,No,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,82.04,4482.43,No
CUS-06356,Male,0,No,No,8,Yes,No phone service,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.71,1949.78,No
CUS-06357,Male,0,No,Yes,11,Yes,No,Fiber optic,No internet service,No,One year,Yes,Mailed check,37.59,2502.91,No
CUS-06358,Female,0,Yes,No,9,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Credit card,19.39,4801.03,Yes
CUS-06359,Male,0,No,No,58,Yes,No,No,Yes,No,Month-to-month,No,Credit card,46.19,5181.81,No
CUS-06360,Male,1,Yes,No,4,Yes,No phone service,No,Yes,No internet service,Two year,Yes,Electronic check,115.09,8326.89,No
CUS-06361,Female,1,No,No,32,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,36.49,7353.21,Yes
CUS-06362,Male,0,No,Yes,68,Yes,No phone service,DSL,No internet service,Yes,Two year,No,Credit card,65.81,1784.51,No
CUS-06363,Male,0,Yes,No,62,Yes,Yes,DSL,No internet service,No,Two year,No,Electronic check,55.71,6660.4,Yes
CUS-06364,Female,1,Yes,No,28,Yes,No phone service,DSL,No internet service,No,One year,No,Bank transfer,49.26,89.16,Yes
CUS-06365,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,91.82,1132.02,No
CUS-06366,Female,1,No,No,5,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Credit card,90.89,1731.83,No
CUS-06367,Male,0,No,No,52,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Mailed check,96.79,5143.16,No
CUS-06368,Female,0,Yes,No,31,No,Yes,Fiber optic,No internet service,No,Two year,Yes,Mailed check,52.26,1688.79,No
CUS-06369,Female,0,No,No,41,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,No,Credit card,54.28,3152.77,Yes
CUS-06370,Male,0,No,Yes,46,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,73.27,2101.54,No
CUS-06371,Male,0,Yes,No,30,Yes,No phone service,No,No,Yes,Month-to-month,No,Credit card,18.38,2913.71,No
CUS-06372,Male,0,Yes,No,61,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Mailed check,114.34,8106.12,No
CUS-06373,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,41.68,8577.48,Yes
CUS-06374,Male,0,No,No,10,Yes,Yes,DSL,No internet service,Yes,One year,No,Bank transfer,35.41,5902.87,No
CUS-06375,Female,0,Yes,No,25,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer,82.38,4929.55,No
CUS-06376,Female,0,Yes,Yes,26,Yes,Yes,DSL,No internet service,Yes,Month-to-month,No,Electronic check,103.66,6097.9,No
CUS-06377,Female,0,No,No,56,Yes,No phone service,No,No,No,Month-to-month,No,Electronic check,82.84,6640.32,No
CUS-06378,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No internet service,One year,Yes,Mailed check,81.55,6360.21,Yes
CUS-06379,Male,0,No,No,58,Yes,No phone service,Fiber optic,No,No,One year,No,Credit card,67.33,720.8,No
CUS-06380,Male,0,Yes,Yes,61,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Credit card,107.96,2680.94,No
CUS-06381,Female,0,Yes,No,19,Yes,No,DSL,No,No internet service,One year,Yes,Bank transfer,115.69,2965.33,No
CUS-06382,Female,1,No,Yes,2,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card,78.12,3186.94,Yes
CUS-06383,Male,0,Yes,No,15,Yes,No phone service,Fiber optic,No,No internet service,Two year,No,Mailed check,25.97,2972.9,Yes
CUS-06384,Female,0,Yes,No,43,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,28.19,6772.83,No
CUS-06385,Male,0,Yes,Yes,29,Yes,No phone service,Fiber optic,Yes,No,One year,No,Electronic check,60.34,6433.94,Yes
CUS-06386,Female,0,No,No,39,Yes,Yes,DSL,No internet service,No internet service,Two year,No,Bank transfer,67.72,57.48,No
CUS-06387,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer,82.7,2561.55,No
CUS-06388,Female,0,Yes,No,28,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Credit card,118.33,5370.28,No
CUS-06389,Male,0,No,No,29,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,No,Credit card,89.49,1050.12,No
CUS-06390,Female,0,No,No,31,No,No,Fiber optic,No internet service,Yes,One year,No,Mailed check,106.21,629.02,No
CUS-06391,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,113.22,7127.31,Yes
CUS-06392,Male,0,No,Yes,50,No,Yes,DSL,No internet service,Yes,Two year,Yes,Electronic check,37.76,3902.94,Yes
CUS-06393,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,One year,Yes,Credit card,51.7,7361.51,No
CUS-06394,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,One year,No,Electronic check,87.49,7085.73,Yes
CUS-06395,Male,0,Yes,Yes,35,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,83.95,7684.91,Yes
CUS-06396,Male,0,Yes,Yes,54,Yes,Yes,DSL,No internet service,Yes,One year,No,Electronic check,60.75,432.29,No
CUS-06397,Male,0,No,No,34,Yes,Yes,DSL,No,No,One year,Yes,Bank transfer,104.26,1615.37,No
CUS-06398,Male,0,Yes,No,35,Yes,No,DSL,Yes,No internet service,Two year,No,Electronic check,117.08,2559.5,No
CUS-06399,Female,0,Yes,Yes,55,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,58.24,,No
CUS-06400,Male,1,Yes,No,35,No,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,53.09,4184.3,Yes
CUS-06401,Male,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,47.11,6874.82,Yes
CUS-06402,Male,0,Yes,Yes,61,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Mailed check,74.69,8181.04,No
CUS-06403,Male,0,Yes,No,24,Yes,No,Fiber optic,No internet service,Yes,One year,No,Credit card,79.84,7652.33,Yes
CUS-06404,Female,0,No,No,63,Yes,No phone service,Fiber optic,No internet service,No internet service,Two year,Yes,Mailed check,36.39,3942.86,Yes
CUS-06405,Male,1,No,No,59,Yes,No phone service,No,No internet service,No internet service,Month-to-month,No,Mailed check,46.48,5480.37,No
CUS-06406,Female,1,Yes,No,56,Yes,No,DSL,Yes,No internet service,Two year,Yes,Credit card,30.19,1997.83,No
CUS-06407,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,109.34,3476.62,No
CUS-06408,Female,0,Yes,No,51,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,83.5,7494.49,No
CUS-06409,Male,0,No,No,55,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,74.16,268.57,No
CUS-06410,Male,1,No,No,62,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,111.3,4590.14,No
CUS-06411,Female,0,Yes,No,67,Yes,No phone service,No,No,Yes,Two year,Yes,Electronic check,117.25,,Yes
CUS-06412,Male,0,Yes,Yes,19,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,20.51,,No
CUS-06413,Female,0,No,No,53,Yes,No,No,No internet service,No,One year,No,Electronic check,97.81,8450.21,No
CUS-06414,Male,0,Yes,Yes,0,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Credit card,72.42,124.34,Yes
CUS-06415,Female,0,Yes,No,9,Yes,No phone service,Fiber optic,No internet service,No,Two year,Yes,Mailed check,18.25,,No
CUS-06416,Male,0,No,Yes,22,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,No,Bank transfer,61.39,3053.22,No
CUS-06417,Male,0,No,Yes,50,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Credit card,96.16,1156.75,No
CUS-06418,Female,0,No,No,23,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,93.02,1368.45,No
CUS-06419,Male,1,Yes,Yes,12,Yes,Yes,DSL,Yes,No,Month-to-month,No,Bank transfer,111.67,6035.52,No
CUS-06420,Male,1,No,No,28,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer,80.77,7490.52,No
CUS-06421,Male,0,No,No,57,Yes,No,DSL,No,No,Two year,Yes,Bank transfer,40.85,5519.63,No
CUS-06422,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Mailed check,91.34,7988.32,Yes
CUS-06423,Male,0,No,No,9,Yes,No phone service,Fiber optic,No internet service,No,One year,Yes,Bank transfer,117.1,,Yes
CUS-06424,Male,0,No,No,30,No,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer,107.42,95.51,No
CUS-06425,Female,0,No,No,13,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,18.21,5763.05,No
CUS-06426,Female,0,Yes,No,33,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,61.6,2632.37,No
CUS-06427,Female,1,Yes,Yes,16,Yes,No phone service,Fiber optic,No internet service,No,Two year,No,Electronic check,39.01,3918.52,No
CUS-06428,Male,0,No,Yes,20,Yes,No phone service,Fiber optic,No internet service,No,Two year,Yes,Bank transfer,67.84,,Yes
CUS-06429,Female,0,Yes,No,66,Yes,No,Fiber optic,No internet service,No,Two year,No,Electronic check,57.57,2438.98,No
CUS-06430,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No internet service,Yes,Two year,Yes,Electronic check,74.77,5447.71,No
CUS-06431,Male,0,Yes,No,7,Yes,No,DSL,No,No internet service,Month-to-month,No,Bank transfer,101.42,,Yes
CUS-06432,Male,0,No,No,37,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,82.92,5575.16,No
CUS-06433,Male,0,Yes,No,25,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,54.15,7939.46,No
CUS-06434,Female,0,Yes,No,63,Yes,Yes,DSL,No,No,Month-to-month,No,Credit card,52.15,60.4,Yes
CUS-06435,Male,0,Yes,No,29,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,39.21,6761.48,No
CUS-06436,Female,0,No,Yes,8,Yes,No phone service,No,No,Yes,Month-to-month,Yes,Mailed check,70.06,5521.8,No
CUS-06437,Male,0,Yes,No,31,Yes,No,DSL,Yes,No,One year,No,Electronic check,99.91,418.2,No
CUS-06438,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Two year,No,Bank transfer,18.1,6799.21,Yes
CUS-06439,Female,0,Yes,Yes,33,Yes,No phone service,DSL,Yes,Yes,One year,Yes,Electronic check,89.56,1944.84,No
CUS-06440,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Two year,No,Credit card,69.21,2299.27,No
CUS-06441,Female,0,No,No,18,Yes,Yes,No,No,No,Month-to-month,No,Credit card,104.86,820.55,No
CUS-06442,Female,0,Yes,Yes,53,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card,69.6,4604.05,No
CUS-06443,Female,0,No,No,36,Yes,No,Fiber optic,No internet service,Yes,One year,Yes,Credit card,106.76,4293.76,No
CUS-06444,Male,0,Yes,Yes,11,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,No,Electronic check,92.67,2997.45,Yes
CUS-06445,Female,0,No,No,3,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,No,Electronic check,67.04,1466.25,Yes
CUS-06446,Male,0,Yes,No,42,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Credit card,48.15,7209.32,Yes
CUS-06447,Female,0,No,No,26,Yes,No phone service,No,No,Yes,Month-to-month,Yes,Mailed check,116.42,7539.08,No
CUS-06448,Male,0,No,No,50,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Credit card,39.11,4657.25,Yes
CUS-06449,Female,1,No,No,4,Yes,No,No,No,No internet service,Month-to-month,No,Credit card,96.63,2113.94,No
CUS-06450,Female,0,Yes,No,5,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,87.11,842.82,No
CUS-06451,Male,1,No,Yes,55,Yes,Yes,Fiber optic,No,No,One year,Yes,Mailed check,59.47,7471.85,No
CUS-06452,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer,90.55,842.32,No
CUS-06453,Female,0,No,No,43,Yes,Yes,DSL,Yes,No,Month-to-month,No,Credit card,31.1,131.11,No
CUS-06454,Female,1,Yes,No,14,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Bank transfer,42.35,4046.37,No
CUS-06455,Male,1,Yes,No,41,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,90.64,6293.77,No
CUS-06456,Female,0,No,Yes,10,Yes,No,No,Yes,No,One year,Yes,Mailed check,30.92,3944.58,Yes
CUS-06457,Male,0,Yes,No,10,Yes,Yes,No,No,Yes,One year,Yes,Credit card,109.52,,Yes
CUS-06458,Female,0,Yes,No,65,Yes,No,No,No,No internet service,One year,Yes,Credit card,78.35,5939.83,Yes
CUS-06459,Female,0,No,No,26,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,25.18,5530.5,No
CUS-06460,Male,0,Yes,Yes,57,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer,95.64,5866.89,No
CUS-06461,Female,0,Yes,No,71,Yes,No,DSL,No,Yes,One year,Yes,Electronic check,62.19,1830.54,Yes
CUS-06462,Female,0,Yes,No,20,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,47.93,6846.68,Yes
CUS-06463,Male,0,No,No,20,Yes,No,DSL,No,No internet service,Month-to-month,No,Bank transfer,71.67,4130.22,No
CUS-06464,Female,0,Yes,No,71,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Electronic check,93.86,4620.98,Yes
CUS-06465,Male,0,No,No,0,Yes,No phone service,Fiber optic,No,No,One year,Yes,Mailed check,110.0,4702.31,No
CUS-06466,Male,0,No,No,57,Yes,Yes,Fiber optic,Yes,No,One year,No,Electronic check,50.36,2479.37,Yes
CUS-06467,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,88.13,2164.65,No
CUS-06468,Female,0,No,Yes,5,Yes,Yes,DSL,No,Yes,One year,Yes,Bank transfer,52.46,58.9,No
CUS-06469,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Credit card,19.35,3421.71,No
CUS-06470,Male,0,Yes,No,16,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,Yes,Mailed check,115.24,4181.15,No
CUS-06471,Female,0,Yes,Yes,11,Yes,No phone service,DSL,Yes,Yes,Two year,Yes,Electronic check,48.1,6392.74,No
CUS-06472,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Two year,Yes,Credit card,64.91,589.79,No
CUS-06473,Female,1,Yes,No,69,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,83.56,7947.68,No
CUS-06474,Female,0,No,No,51,Yes,No phone service,DSL,No,No internet service,Month-to-month,No,Credit card,86.66,2283.29,No
CUS-06475,Female,0,No,No,36,Yes,No,DSL,No,Yes,Month-to-month,Yes,Bank transfer,101.09,3165.2,No
CUS-06476,Female,0,No,No,2,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,56.57,433.05,Yes
CUS-06477,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No internet service,Two year,Yes,Mailed check,89.47,5623.22,No
CUS-06478,Male,0,No,Yes,9,Yes,No,DSL,No,No,Two year,No,Bank transfer,80.14,,No
CUS-06479,Male,1,Yes,No,46,Yes,Yes,DSL,No,No internet service,One year,Yes,Mailed check,117.51,7988.89,No
CUS-06480,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Credit card,92.7,2908.67,No
CUS-06481,Male,0,Yes,No,63,Yes,No phone service,DSL,Yes,No,One year,Yes,Mailed check,113.42,2226.74,Yes
CUS-06482,Female,0,No,Yes,41,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Electronic check,46.63,6249.27,No
CUS-06483,Male,0,No,No,42,Yes,No phone service,DSL,No internet service,Yes,Two year,Yes,Bank transfer,64.06,6083.77,No
CUS-06484,Male,0,No,Yes,8,Yes,No phone service,DSL,Yes,Yes,Two year,Yes,Credit card,71.46,8060.4,No
CUS-06485,Male,0,No,No,13,Yes,No phone service,Fiber optic,No internet service,Yes,One year,Yes,Credit card,103.67,1780.04,Yes
CUS-06486,Female,0,No,No,3,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Bank transfer,60.89,6070.82,No
CUS-06487,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,74.27,591.87,Yes
CUS-06488,Male,1,No,No,0,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,31.86,4140.52,No
CUS-06489,Female,0,No,No,64,Yes,No phone service,Fiber optic,No internet service,No internet service,Two year,Yes,Credit card,37.44,1042.61,Yes
CUS-06490,Male,0,No,Yes,45,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,57.47,5623.3,No
CUS-06491,Male,1,Yes,No,58,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,23.1,5179.79,No
CUS-06492,Female,0,No,No,6,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Bank transfer,25.71,437.08,Yes
CUS-06493,Female,0,No,No,65,Yes,No,DSL,No,No internet service,Two year,No,Bank transfer,89.13,2760.96,No
CUS-06494,Male,1,Yes,No,14,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,25.17,3408.18,No
CUS-06495,Male,1,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,Credit card,18.19,2146.85,No
CUS-06496,Female,0,Yes,Yes,46,Yes,No,No,Yes,No internet service,Two year,No,Mailed check,24.32,349.87,No
CUS-06497,Male,0,Yes,No,39,No,No,Fiber optic,No internet service,No,Two year,Yes,Electronic check,82.52,2754.13,No
CUS-06498,Female,0,No,No,41,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Electronic check,74.77,6820.31,No
CUS-06499,Male,0,No,Yes,50,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,No,Electronic check,100.29,3108.46,No
CUS-06500,Female,0,No,No,34,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,38.77,2793.16,No
CUS-06501,Male,0,Yes,No,40,Yes,No phone service,No,Yes,No,Month-to-month,No,Mailed check,77.52,8100.13,Yes
CUS-06502,Male,0,No,No,56,No,No,DSL,No,No,Month-to-month,Yes,Credit card,99.5,375.27,No
CUS-06503,Female,0,Yes,No,37,Yes,No phone service,Fiber optic,No internet service,No,One year,Yes,Credit card,90.59,6602.87,No
CUS-06504,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,50.13,4163.91,No
CUS-06505,Male,0,No,No,7,Yes,No phone service,Fiber optic,Yes,No internet service,Two year,Yes,Credit card,80.4,8123.38,No
CUS-06506,Female,0,No,No,62,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer,91.91,3394.77,No
CUS-06507,Male,1,Yes,No,3,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,100.73,6094.42,No
CUS-06508,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Electronic check,117.85,,No
CUS-06509,Male,0,Yes,No,51,Yes,No phone service,No,No internet service,No,One year,Yes,Electronic check,58.35,7988.72,No
CUS-06510,Female,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Two year,Yes,Mailed check,21.06,2974.87,No
CUS-06511,Female,0,No,Yes,4,Yes,No,Fiber optic,No internet service,No,One year,Yes,Bank transfer,70.87,4515.01,No
CUS-06512,Female,0,No,No,69,Yes,No phone service,DSL,No,Yes,Two year,No,Electronic check,50.48,1206.45,No
CUS-06513,Male,0,No,No,23,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Mailed check,48.5,8132.78,Yes
CUS-06514,Male,0,Yes,No,16,Yes,No phone service,No,No internet service,Yes,Month-to-month,Yes,Credit card,87.02,5793.43,No
CUS-06515,Male,1,Yes,Yes,25,Yes,No phone service,DSL,No,No internet service,Month-to-month,No,Electronic check,22.38,480.98,No
CUS-06516,Male,0,Yes,Yes,2,Yes,No,DSL,No internet service,No internet service,Month-to-month,Yes,Credit card,72.69,1349.98,No
CUS-06517,Female,0,Yes,No,1,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,82.12,3449.38,Yes
CUS-06518,Male,0,Yes,No,1,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,No,Electronic check,91.35,1878.33,Yes
