Id,Neighborhood,OverallQual,OverallCond,YearBuilt,ExterQual,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,GarageCars,GarageArea,LotArea,SaleType,SalePrice
717,Downtown,10,4,1920,Gd,1466.8236637736106,2525.1823197581875,2,3,2,439.0,2656.756471536133,WD,391716
718,Suburbs,1,4,1940,Gd,1462.0432655654483,2960.315744356256,5,1,1,329.0,8900.303140441247,WD,335212
719,Rural,2,8,1970,Gd,888.7745324458125,1381.5907778981293,3,2,2,590.0,6197.763394702017,WD,126840
720,Suburbs,6,3,2008,Gd,1207.8068414865766,1180.524131574325,4,1,2,655.0,7949.698519891791,WD,200404
721,Downtown,9,1,2011,Gd,935.0956696156992,1814.9478773168703,4,2,3,,10651.611351324453,WD,376470
722,Historic,2,5,2020,Ex,1426.0880282555513,2533.2413603905643,4,2,2,548.0,11703.000933250076,WD,335935
723,Rural,7,1,2015,TA,1271.3396618633228,404.0495002945613,3,1,2,498.0,7716.426163241111,WD,76055
724,Historic,5,6,1975,TA,536.0623225628676,1845.3825916577146,3,2,0,0.0,9026.486593181988,WD,264025
725,Waterfront,2,5,2019,Fa,938.7756882538655,2290.963166927773,2,2,2,,11957.949252678578,WD,546128
726,Suburbs,6,6,1955,Ex,737.2887737498462,1501.4467733530491,2,2,2,737.0,5675.721710835707,WD,217061
727,Downtown,4,5,1921,TA,961.9372561390383,2161.9816647690805,4,2,2,599.0,4215.038676373316,WD,323643
728,Suburbs,4,3,1959,Ex,538.9457010312224,1744.7047727133552,3,1,0,0.0,9482.305401403522,WD,186831
729,Suburbs,5,9,1948,TA,952.5131306435708,2315.1170363607334,2,4,1,366.0,4922.178055714348,WD,259611
730,Suburbs,1,1,1967,Ex,938.303700477951,2658.192912446633,3,1,1,,6699.118276250268,New,288044
731,Downtown,5,7,1935,Gd,949.3522437107873,1995.7314174755488,2,4,3,1115.0,8017.999589314041,WD,284837
732,Suburbs,2,3,2010,Gd,1101.480758013542,2381.581785073931,4,2,1,351.0,8618.66746736879,WD,372249
733,Suburbs,8,2,1992,Gd,383.20708947506296,506.1791518631403,4,3,2,795.0,7137.1132368951,WD,166964
734,Rural,9,6,1924,Gd,1312.2279923310673,1053.111983420224,2,3,1,376.0,10986.801087073567,WD,76820
735,Suburbs,9,3,1976,Gd,1335.842295703811,1756.8905253973444,4,2,2,517.0,7769.140743054162,WD,247156
736,Waterfront,10,8,1932,Ex,1562.2944484521831,998.2312961040857,4,2,0,0.0,3099.017046864482,WD,252878
737,Historic,6,7,2008,TA,961.2405094896825,1500.0899815742123,4,2,2,640.0,8687.453741171914,WD,238404
738,Downtown,9,8,1924,Fa,1104.0872759538674,2039.6780301689312,3,3,2,774.0,8451.659833542531,WD,381966
739,Rural,10,4,1928,TA,1418.3519500798004,1763.555211142121,4,2,1,218.0,7125.481099277293,WD,195362
740,Rural,7,6,1968,TA,719.1210488679907,2188.115722766012,3,2,2,554.0,7278.194248790447,WD,223791
741,Suburbs,3,6,1938,Gd,1196.6838343242414,2539.4048761313757,3,2,2,616.0,6513.2520766676935,WD,334013
742,Downtown,7,8,1924,TA,705.2816601255779,2185.825108873908,3,1,2,363.0,5436.615504509507,WD,375106
743,Rural,7,9,2015,Ex,1206.856733184597,1837.3245526788983,5,2,3,637.0,12515.801267154091,WD,220722
744,Suburbs,3,6,1927,TA,1157.058829675736,1417.347954094578,3,3,1,322.0,9875.930914364748,WD,138296
745,Downtown,4,5,1938,TA,641.6665376688004,2780.008378813883,3,2,3,852.0,10036.117270849298,WD,434957
746,Downtown,5,9,1922,Gd,1204.290115488932,1850.0850363046525,4,2,2,474.0,7342.429053589627,WD,339141
747,Historic,7,4,1942,Fa,824.7647369444925,543.9947730098156,2,2,3,665.0,5325.784260463357,WD,95011
748,Suburbs,5,1,1962,Gd,935.2746115137236,2430.7403223066294,3,2,2,692.0,1000.0,WD,336699
749,Rural,8,9,1929,Gd,1325.8190337377587,2206.6117354562825,4,2,2,579.0,11430.169927166688,WD,215105
750,Downtown,10,5,2003,TA,1430.886411469602,1872.376227080688,4,2,2,487.0,14192.975923899405,WD,365518
751,Rural,2,7,2021,TA,1165.98558997677,2041.3890914683825,3,2,2,510.0,3939.2874982374437,WD,225208
752,Downtown,5,6,1940,Gd,1005.1550164619116,1218.870140325173,4,3,2,696.0,2098.3529628385086,WD,248224
753,Suburbs,7,3,1938,Gd,1282.0480692930873,1480.1446038708893,3,1,2,525.0,9964.43154056419,WD,198929
754,Suburbs,9,7,1997,TA,869.8295848048397,1440.7140506448904,4,2,1,266.0,13376.43258039418,WD,231639
755,Suburbs,2,7,1985,TA,1358.1296543889025,2811.3366536407502,1,1,2,587.0,5741.625515406494,WD,343622
756,Rural,8,7,2015,Ex,753.0311629846784,1470.9090244242675,6,2,2,386.0,13870.498934476447,WD,196480
757,Suburbs,10,3,1945,Gd,912.9490501587759,1122.1858765201405,4,2,2,677.0,9477.24621112365,WD,187780
758,Suburbs,1,3,1956,Gd,628.3849845605464,2087.920894120035,2,1,1,200.0,1000.0,WD,291521
759,Rural,6,2,1959,TA,966.3683504821306,712.4820550773211,4,1,2,750.0,11460.270848909138,WD,87861
760,Suburbs,1,5,2011,TA,1606.4105800381394,1542.804407007106,4,3,2,598.0,7257.397289535421,WD,234729
761,Rural,6,5,1943,TA,1609.4179013399926,2250.7794379573,5,2,2,774.0,7610.815802556382,WD,205957
762,Suburbs,10,4,1937,TA,1651.3297418874995,1623.2446135050873,3,2,1,269.0,7187.279485830222,WD,233382
763,Suburbs,2,9,1936,Gd,743.5992904387217,1335.4818808087484,2,2,1,396.0,8246.85912711746,WD,126577
764,Suburbs,3,2,1962,Gd,2083.047833078239,849.3667859096936,2,2,1,314.0,5435.083064290152,WD,50000
765,Historic,3,1,1956,Gd,1473.2746669144472,1254.10972570099,3,2,1,207.0,4495.207588564497,COD,184122
766,Rural,10,9,1938,Ex,1407.5348972801462,1822.3086777292103,3,1,1,304.0,9812.280564082504,WD,161138
767,Downtown,6,4,1996,Fa,1099.75556937587,1736.2856505660789,4,2,1,192.0,4336.469652746944,WD,322749
768,Rural,10,4,1939,TA,375.1730724424061,2493.504565148036,1,2,2,554.0,4787.494700041167,WD,247475
769,Downtown,4,8,2000,TA,749.4168803764401,1550.2445337721103,2,3,2,656.0,2055.9289662849114,WD,202276
770,Suburbs,8,7,1946,TA,833.010455877849,400.0,3,2,2,419.0,10812.042192122215,WD,96084
771,Waterfront,6,1,1923,Gd,940.4261301194938,2505.217384925041,3,3,3,648.0,15127.842845859464,WD,486523
772,Historic,4,3,1950,Gd,829.1150737262159,2908.212878861554,3,2,0,0.0,3985.7815258434853,New,395092
773,Historic,1,6,1979,TA,988.8607933937591,586.9801940729715,3,4,1,240.0,5808.165161886383,WD,156250
774,Suburbs,10,6,2009,TA,1191.2789443671202,2281.376309664058,3,2,2,736.0,7962.728342177123,WD,311681
775,Suburbs,6,6,1956,Gd,1030.2445282947708,3045.6896429571525,4,2,3,945.0,10465.570844092477,WD,430703
776,Suburbs,10,6,1984,Gd,919.9229497662701,1388.3448498601647,4,2,1,300.0,7781.603178040153,WD,205464
777,Waterfront,8,8,1931,TA,895.7904674405281,2096.4041032455684,4,2,2,534.0,12936.618338765671,WD,433716
778,Rural,9,7,1961,Gd,1566.98201858113,2139.018824148734,5,2,2,782.0,5754.811843084997,WD,223211
779,Suburbs,8,3,1999,TA,845.4803077194045,1625.185730044109,4,1,3,952.0,8011.917549095669,WD,232119
780,Suburbs,9,4,2017,Gd,1311.4938704480576,2968.955511767579,4,2,0,0.0,8112.887756406944,COD,378245
781,Suburbs,9,3,2007,TA,1008.6489988905766,1160.5099352185034,3,2,1,270.0,2738.9000446982827,WD,200503
782,Suburbs,7,9,1960,Ex,253.87220595000952,3676.7212016790577,3,1,0,0.0,7621.8669506487,WD,460063
783,Rural,6,5,1943,TA,1928.0545726383186,3478.977563830893,3,1,2,683.0,8931.166156550222,WD,339555
784,Rural,3,9,1956,Gd,1492.9302600002025,1961.5132333115982,3,2,2,470.0,3475.624764918178,WD,232101
785,Downtown,10,7,1962,Gd,1905.6078246471006,3851.007779805902,3,1,1,184.0,5765.396196330086,WD,617039
786,Suburbs,3,1,1987,Fa,1353.453770434793,1545.5318289365446,3,2,0,,13456.360238532932,WD,200062
787,Downtown,6,9,1927,Gd,1021.9274751794779,930.0289301287997,1,4,2,568.0,5752.915690726491,WD,96617
788,Downtown,9,2,1999,Gd,1229.9121287500275,2416.8379101656633,3,1,2,375.0,8376.94784576054,WD,380031
789,Suburbs,6,2,1928,TA,809.0433737092067,2364.486831639525,6,1,3,840.0,7087.321451629701,WD,298678
790,Suburbs,8,4,2007,Fa,659.4701415278836,1696.6290560820012,4,3,1,,6139.278146774903,WD,236852
791,Suburbs,8,6,1958,TA,1838.1167396157746,2957.9752110139457,5,2,2,680.0,4405.839941001053,WD,439801
792,Suburbs,5,6,1920,Ex,885.9466013268145,1364.2254688715432,3,2,3,545.0,9089.680059419634,WD,161784
793,Downtown,5,9,1922,Gd,1055.7288518859925,2914.6733878198766,6,3,1,210.0,5202.72575743367,WD,471581
794,Rural,3,9,1928,TA,1188.3778875855455,2057.6405770316196,2,2,2,516.0,6765.22143982429,WD,178979
795,Historic,1,4,1967,TA,906.2683048820586,2060.52621595314,3,3,2,535.0,11692.433004858773,COD,299486
796,Suburbs,5,5,1972,Ex,1385.4583410869918,1672.1925286429375,3,2,0,0.0,5342.715018370235,WD,230285
797,Suburbs,10,3,1966,TA,960.1804811347789,2358.3457573172163,3,2,2,515.0,11438.816526452947,WD,270437
798,Waterfront,9,5,2019,Gd,2408.25950949492,1317.1612173507287,5,2,2,535.0,6630.176845922544,COD,380107
799,Suburbs,10,7,1966,Ex,237.68019422666282,1248.2211861038923,3,2,1,287.0,7374.865642747567,WD,167513
800,Suburbs,9,2,1982,Fa,732.8451834079567,1786.7111231613965,2,1,0,0.0,9386.045984309854,WD,211560
801,Suburbs,10,2,1930,TA,1430.7616184058945,1816.2810896050619,3,3,2,592.0,3767.9308646774625,COD,227676
802,Rural,9,1,1968,Gd,371.852416632349,1428.2052139451425,4,3,1,275.0,10166.942446059298,New,153487
803,Suburbs,1,2,1960,Gd,1078.6180252934246,1760.55021384167,2,1,2,381.0,5010.227886232717,COD,254404
804,Suburbs,8,5,1974,TA,867.1524758874552,915.7390872420374,1,2,1,213.0,8540.860025821192,WD,109691
805,Suburbs,8,9,1922,Fa,953.2272952362305,2123.711442983621,4,1,2,693.0,4484.071423196666,WD,292041
806,Historic,10,5,2017,Ex,1484.4920186309364,400.0,4,1,2,,9099.19235006025,WD,151949
807,Downtown,7,9,2018,Ex,1058.3205975452763,2080.8211484524695,2,2,2,529.0,3815.502393889794,WD,341671
808,Suburbs,9,2,1999,Gd,699.6739642566383,1576.5118912071855,2,2,2,783.0,6309.373251745757,WD,188007
809,Suburbs,1,6,1933,TA,1407.5231677047727,1825.1186269832265,2,2,0,0.0,6350.30983386186,New,226970
810,Waterfront,2,1,2019,Gd,1093.4242555759547,1628.945476776962,2,2,2,779.0,9531.747916824363,WD,449191
811,Historic,9,1,1986,Gd,447.78767747924576,986.7269483650869,5,2,2,628.0,12326.785416415882,WD,197314
812,Downtown,8,3,1925,TA,732.4353244058008,1365.4638613105203,4,3,1,186.0,6610.12564465368,WD,203720
813,Historic,10,5,1935,Gd,966.377892120822,1386.9984926959648,3,2,2,394.0,6948.791942871013,WD,195870
814,Historic,4,7,1971,Gd,1307.4805022642101,1426.2522603602065,3,2,2,791.0,5831.152794259622,WD,207846
815,Historic,4,7,1951,Ex,948.664904296319,2422.7493863935124,4,2,1,247.0,12683.91712809834,WD,331057
816,Historic,6,1,1953,Ex,1382.4089450257661,1963.2950729040112,3,2,1,183.0,7157.20230441468,WD,259132
817,Waterfront,5,2,2015,Gd,1028.3936526059108,1001.6195304254276,2,2,1,197.0,9396.504912759008,WD,274128
818,Suburbs,8,1,2016,TA,728.9152457462255,1556.4702632473823,3,2,1,297.0,9128.829527800128,WD,231494
819,Waterfront,7,1,1996,Gd,1022.8240179337013,2310.0242853533236,4,2,2,461.0,5565.8151102142165,WD,451413
820,Suburbs,10,4,2011,TA,1291.8099842970655,1197.838152138554,4,1,1,346.0,9634.230325259587,WD,195407
821,Suburbs,8,1,1937,TA,926.2622511009831,3343.8769624385004,4,2,2,749.0,11716.61840696416,WD,399792
822,Downtown,2,4,1972,TA,559.2534261613027,2134.5669667024486,2,1,2,520.0,6659.613974566461,WD,342724
823,Suburbs,6,3,1956,Gd,1078.6956923646153,2207.4989048272655,5,1,2,666.0,10875.738306610201,WD,318320
824,Suburbs,7,7,2007,TA,636.667298369649,1868.522140447596,2,3,2,679.0,8850.466804262456,WD,280981
825,Suburbs,10,9,1920,TA,1599.661264959646,2004.4044591626764,3,2,1,284.0,4433.411497026222,WD,264584
826,Suburbs,1,6,1948,TA,1455.5704316698655,1286.616253601753,3,2,3,711.0,12644.511191432577,WD,206412
827,Rural,2,5,2010,TA,906.4986766507429,1687.7933270509573,3,2,2,693.0,10263.763072306887,COD,203502
828,Downtown,10,5,1933,Gd,1182.752797758772,1658.721035273146,5,2,2,382.0,4167.296848983064,WD,299053
829,Rural,7,8,1943,TA,964.673667821197,2533.9945601710624,2,3,2,396.0,5185.615963584183,WD,240985
830,Suburbs,6,2,1998,TA,1601.4420313371425,2874.2970844168112,2,2,1,206.0,11867.755955089513,WD,348564
831,Waterfront,4,9,1993,Gd,,2885.376111969264,3,3,2,500.0,5046.8538278231445,WD,596888
832,Historic,4,1,1943,Gd,1077.9714908994001,1744.0954404723382,4,1,2,491.0,3977.062693034839,WD,250106
833,Downtown,3,4,1935,Fa,618.9698241096842,1550.168988779229,2,3,3,750.0,3290.202128310324,COD,249678
834,Historic,5,9,2014,Gd,1169.1657297478719,1908.8764200885778,2,1,2,403.0,5993.487805547333,WD,326344
835,Suburbs,5,5,1948,Gd,246.72415516040905,990.4277549893483,4,3,2,545.0,10116.758943868726,WD,166873
836,Downtown,9,4,1928,TA,1131.5712960355581,2908.1106195905254,4,3,2,573.0,8758.825248534855,WD,429432
837,Downtown,10,8,1955,Gd,1775.5608680518458,3225.2521662615227,4,3,2,748.0,4201.355091963942,COD,516812
838,Rural,9,6,1994,Gd,781.6708139591378,400.0,3,3,2,769.0,7139.0665246315875,WD,78681
839,Suburbs,7,4,1938,Gd,396.9549249196124,1366.0874451199375,3,2,2,506.0,9876.846231001646,WD,180988
840,Rural,8,7,1935,Gd,1263.9486607770561,423.7391285783235,4,3,3,1175.0,5421.523039187181,WD,77381
841,Suburbs,1,5,1928,Fa,873.5274525341658,1327.403615759482,4,1,2,569.0,7468.017305618884,WD,163550
842,Downtown,8,9,1963,TA,1377.409959463812,1865.5205383021848,3,1,0,0.0,13179.940971018019,COD,271083
843,Suburbs,5,1,1972,TA,,484.4710935702831,3,2,2,363.0,8200.030596612038,COD,86792
844,Waterfront,9,7,2010,Gd,1412.6986478847891,2432.5842103603145,6,2,0,0.0,12834.611143007625,WD,509101
845,Suburbs,1,6,2017,TA,989.7255451313589,698.5798963965321,2,1,1,273.0,5647.232805513298,WD,137868
846,Suburbs,1,1,1994,Gd,1729.5621561827804,3258.8434649062947,2,3,2,534.0,6726.906104617237,WD,442302
847,Suburbs,1,6,2002,Gd,1317.799257793853,1611.3952856886422,2,2,2,564.0,11773.03499810073,WD,235671
848,Downtown,6,6,1991,Gd,710.609175199702,2475.0888077479394,4,3,2,476.0,8181.4882686195015,New,380397
849,Suburbs,5,9,1962,Gd,739.9101576995025,1279.6116913167134,4,2,3,920.0,4318.764014768009,WD,237837
850,Waterfront,1,7,2003,TA,1521.7397931742898,1945.6288876195272,3,1,1,343.0,14097.980648191697,WD,426048
851,Downtown,4,1,1960,Fa,1267.5577600541444,2947.6781020202525,1,2,1,210.0,8836.911484507626,WD,425788
852,Historic,9,4,1930,Gd,711.5079198036632,1308.221184705301,4,1,1,,13632.84040601417,WD,239039
853,Suburbs,7,5,1932,Fa,856.9906442421188,1839.0830923167086,4,2,2,464.0,5973.325552003371,WD,262203
854,Rural,5,3,2000,TA,974.460438321768,2132.2527617094906,3,3,2,750.0,7478.7947074008225,WD,216260
855,Suburbs,4,9,1962,Gd,1328.1220903369801,1020.041883333611,1,2,1,380.0,10021.893722398516,WD,111097
856,Suburbs,1,8,1962,TA,,588.9117826264767,4,3,2,673.0,12213.131436069625,COD,90331
857,Downtown,7,5,2006,Ex,1525.8985120908487,1674.8201179725922,3,3,1,217.0,11116.60441160533,WD,288084
858,Suburbs,2,4,1973,Gd,1144.7738433152779,1799.5753069879618,3,2,2,779.0,1000.0,WD,299301
859,Suburbs,2,2,1969,Gd,1545.247265190109,2422.480984525769,4,2,1,343.0,5882.99415400587,WD,317563
860,Suburbs,6,7,1931,Fa,541.3898672779299,2696.888852435995,3,1,2,405.0,8447.665683257104,WD,319888
861,Suburbs,7,7,1992,Fa,1600.0981732139298,814.3406268523001,2,3,2,616.0,10289.729976739553,WD,110427
862,Suburbs,9,5,2010,Gd,1467.9125709581879,1198.0252381163482,3,2,3,948.0,6930.079019906738,New,186487
863,Waterfront,3,7,2008,Gd,1030.0026014792338,1400.7781671407456,4,2,3,931.0,6815.139804585985,WD,400846
864,Downtown,4,5,2006,Gd,789.9618914573566,575.4039696732093,3,2,2,,8668.674560497624,COD,149349
865,Suburbs,6,3,1974,Gd,1520.9357826178762,2525.606794073966,1,2,3,586.0,5399.802481975754,New,334135
866,Downtown,9,7,1958,TA,816.6099961459505,2634.5475399268616,2,2,2,446.0,6044.851815080374,WD,432346
867,Historic,7,6,1928,Gd,997.8681715573449,3032.1987253924067,3,2,2,770.0,8481.179023607669,WD,450508
868,Waterfront,10,8,2008,TA,1202.1084706682168,887.3584343062091,3,1,2,699.0,7882.11937255601,WD,228632
869,Waterfront,10,2,2008,Gd,545.7668028217101,1199.7255205901004,3,1,2,609.0,4512.24099224352,WD,286311
870,Downtown,2,3,1929,TA,926.9126430515097,1714.4388797940276,3,2,1,309.0,8786.016208180145,New,285575
871,Historic,4,2,1934,TA,631.3495169220705,2815.0221894964056,2,2,1,246.0,9247.453912475163,WD,401124
872,Downtown,2,7,1956,Gd,377.504679664728,1184.6969156180426,3,2,3,753.0,12131.755642392003,WD,211731
873,Suburbs,2,3,1970,Gd,1833.6115178427544,1921.5827859431597,4,2,1,209.0,7871.284810952086,WD,200626
874,Downtown,10,3,1922,Gd,737.9831161133984,1654.4828021018907,2,2,2,769.0,11405.810828212863,WD,278642
875,Historic,3,8,1943,Gd,1249.5615882104057,1467.4896840811455,3,2,2,649.0,1918.3830261448638,WD,214359
876,Historic,7,6,2007,TA,1837.7651314227105,1966.0785751690755,3,2,2,478.0,7830.788118807369,WD,275204
877,Suburbs,8,2,1928,Gd,746.6690060783005,1592.1977209021188,2,2,1,337.0,6501.039810889988,COD,213402
878,Historic,8,6,1952,Gd,495.88826384390995,1542.7138348149574,4,3,2,735.0,6517.445231533435,WD,272294
879,Downtown,4,7,1933,TA,1704.8196335770897,2149.6423370514053,1,1,2,668.0,9282.585798545068,WD,336538
880,Historic,7,7,1922,TA,627.377072782075,1973.2609217695278,3,3,2,483.0,2521.2159413721483,WD,301211
881,Suburbs,7,7,1975,TA,835.6582494810201,2255.7705932944305,3,2,2,456.0,2931.518868888761,WD,330115
882,Rural,6,6,1989,Gd,771.9394999831162,1523.9777807105265,2,2,0,0.0,9774.07331276865,WD,133548
883,Suburbs,9,6,1999,Gd,1061.9109040692147,1693.3357363255886,4,3,2,,8567.160396516405,WD,279964
884,Suburbs,1,2,1954,Fa,271.552914043991,1141.6146911368446,2,2,2,767.0,5807.909870943025,WD,148357
885,Suburbs,5,4,1936,Gd,1248.8604526823829,2034.8434507039642,3,1,3,672.0,11897.037427557098,WD,252270
886,Rural,6,4,1988,Gd,1186.0961804468416,2013.9835388897782,4,1,0,0.0,11071.064251359232,WD,206187
887,Suburbs,2,4,1981,TA,1346.1029725550782,1506.077202094277,2,3,2,364.0,9038.584299355913,WD,190164
888,Suburbs,6,4,2005,TA,1337.9829922384733,2300.3041434999645,3,2,2,731.0,3815.9377118286448,WD,316832
889,Suburbs,3,1,1935,Ex,1181.5594208954342,1014.1445338615337,4,2,2,633.0,12017.617256445308,WD,123864
890,Suburbs,9,6,1932,TA,877.7282781312261,2235.2203246174736,3,1,2,501.0,2309.96812139304,WD,273472
891,Suburbs,4,7,1931,TA,1023.4458869551268,2642.4914883180754,1,2,1,208.0,4653.408862358734,WD,323564
892,Downtown,7,5,1993,Gd,739.3074807507148,1785.9354795223012,1,3,2,637.0,10432.030400125288,WD,307630
893,Waterfront,4,4,1929,TA,1077.4660533558338,1156.6895158114162,3,1,2,596.0,3515.0360248113166,WD,256215
894,Rural,1,8,1971,Gd,683.9415977749599,1651.61690668645,4,2,2,793.0,12133.289001089732,WD,165654
895,Rural,1,2,1997,Gd,,1653.6125681512258,3,2,2,566.0,13780.754783796558,WD,193608
896,Downtown,3,8,2016,TA,823.9374140508698,1569.8716854581312,3,2,2,,9911.127979421317,WD,324061
897,Waterfront,1,4,1958,Fa,672.9790902983136,1250.888788644259,2,4,0,0.0,5785.616121052213,WD,196404
898,Waterfront,4,4,1960,Gd,1420.0975075997326,2185.442517790766,4,2,1,377.0,4107.031749748362,WD,447902
899,Waterfront,8,2,1947,Gd,1317.2606130827735,1603.6589007097296,3,2,2,405.0,3430.88535212277,WD,334866
900,Rural,10,8,2005,TA,1022.7631041582358,2073.733287990985,4,2,3,1086.0,8903.174354989476,WD,214116
901,Suburbs,10,9,2001,Gd,302.85925837258367,2456.900361727609,1,2,2,475.0,8308.169589661715,WD,301303
902,Historic,6,1,1998,Fa,648.4078356716558,1563.9230060560444,4,2,1,298.0,8606.287950054157,WD,246135
903,Suburbs,6,8,1936,Fa,969.2265558780038,2494.9264691145618,3,2,2,621.0,12198.793735538595,WD,329324
904,Downtown,2,3,1921,TA,1189.1913302134092,568.8782828028388,3,1,1,377.0,10351.552359486146,WD,139837
905,Suburbs,9,7,1992,Gd,1195.8288015926641,1628.472666643151,4,1,2,429.0,8911.72414345141,WD,221422
906,Rural,8,2,1996,Gd,,400.0,3,2,2,369.0,8289.132982125459,WD,50000
907,Suburbs,7,9,2004,Gd,1012.2140570621992,400.0,4,1,1,311.0,4940.8302361404,New,50000
908,Waterfront,4,1,1997,Fa,913.8436908690873,400.0,4,2,2,637.0,9489.541617211986,WD,170854
909,Suburbs,4,5,1934,Ex,748.6669345844455,2773.595117420322,2,4,2,785.0,8716.843634924902,WD,365713
910,Suburbs,10,8,1985,Gd,1662.2329390092286,1217.6421507860377,4,2,1,,11256.054522931916,WD,168015
911,Suburbs,10,3,2010,Gd,1413.0005285740383,1179.8705155603589,3,1,1,270.0,8810.783726790462,WD,173673
912,Suburbs,4,5,1953,TA,1233.089388349742,1532.2110510786492,5,2,3,1009.0,15157.48828658319,WD,215624
913,Suburbs,9,7,2004,TA,546.2903616793005,708.8560779953943,4,2,1,302.0,11579.004296421932,WD,116983
914,Suburbs,9,9,1956,Fa,526.9488738056257,2278.664393608195,4,3,3,1170.0,2454.5321452738835,WD,329799
915,Historic,9,9,1967,Gd,987.1258303687943,2157.7868949438616,4,2,2,399.0,8718.653740107538,WD,392704
916,Rural,5,5,1932,Gd,794.6015991955958,1790.8171195959233,4,3,2,424.0,11818.252084475494,WD,161364
917,Suburbs,9,8,1961,TA,544.2310742021732,1639.7573050176811,4,1,2,630.0,6156.259429132182,WD,204397
918,Suburbs,1,7,1926,Gd,1041.721553735071,1398.9541597990496,5,3,2,637.0,6065.649162398122,WD,174077
919,Suburbs,8,2,1954,Gd,246.53432377392903,1879.3293402083941,4,2,2,565.0,13047.301760720333,COD,253899
920,Suburbs,4,9,2007,TA,963.4871718483756,1521.7283041893988,3,2,2,686.0,5056.09940854645,WD,262829
921,Rural,5,5,1980,TA,1203.7949227209776,641.2860414488123,4,2,2,507.0,9776.813679021376,WD,85570
922,Downtown,8,4,1974,Gd,1190.819501864534,2219.7401398915194,4,2,2,481.0,7687.145586131404,WD,377836
923,Downtown,8,9,1984,TA,277.8580597940406,1848.340812470678,4,3,1,221.0,10092.51484157804,WD,261251
924,Suburbs,1,2,2004,Fa,258.97630431196137,400.0,4,3,2,627.0,6273.634774059723,WD,65931
925,Downtown,10,7,2003,Gd,914.9585101093335,1095.7618983821822,3,2,1,357.0,6003.191151196903,WD,185349
926,Suburbs,5,2,1938,Gd,747.5321580001648,1000.3809757352442,2,3,1,187.0,11331.944646654922,WD,184416
927,Suburbs,2,8,1940,Gd,513.1425567972559,740.790233782086,3,2,2,431.0,12775.941964883687,WD,71418
928,Downtown,8,1,1980,TA,139.05332015099157,2102.0029915866576,4,2,3,1103.0,7464.574352365192,WD,404779
929,Rural,8,2,1937,Fa,647.1226311260191,2158.1072745957777,3,3,2,370.0,9309.20286799379,WD,204823
930,Downtown,10,3,2022,TA,959.2496622151765,1601.4645354971958,4,2,3,569.0,10541.347851815892,WD,269945
931,Rural,2,1,2008,Gd,905.5312455992803,1826.4252218216945,4,3,1,293.0,8592.192072444914,WD,169069
932,Rural,4,6,1939,Gd,518.6936272006088,3041.9557068370327,3,2,1,261.0,10082.023481624154,WD,311568
933,Waterfront,2,1,2020,Ex,598.8759027011309,1441.732701889741,4,2,2,699.0,13158.666559631982,WD,348295
934,Historic,4,3,1981,TA,863.5709624680288,3045.7766616136746,3,2,1,324.0,4053.469888075032,WD,427093
935,Rural,4,1,1950,Gd,668.3332529692464,1428.4076747307204,2,2,1,221.0,11006.792464693404,WD,156328
936,Rural,8,3,1940,Gd,1128.9492632416163,1374.641510232882,3,1,1,254.0,14423.047062281898,COD,134641
937,Rural,10,8,1967,Gd,1223.7127129854516,1818.8628681911734,3,3,3,597.0,11209.756387114776,WD,212332
938,Suburbs,9,5,1999,Gd,,2599.779913337528,3,3,1,201.0,4283.371121067553,WD,338568
939,Rural,8,9,1926,Gd,562.4914395016067,2116.201225046538,3,2,2,792.0,12961.647639976967,WD,192786
940,Historic,3,7,1960,TA,1133.4433233870482,1535.5317515756674,4,2,2,377.0,7951.040982975109,WD,226786
941,Rural,3,7,1951,TA,1143.6598137467377,1658.4445001160334,2,2,3,660.0,9800.048631947317,WD,195474
942,Suburbs,7,7,1926,Gd,1594.488379883102,1522.135315846528,1,2,0,0.0,11122.87552720108,WD,171479
943,Rural,1,6,1959,TA,1789.7572127035705,2626.9089176145544,3,1,1,310.0,12387.531503964861,WD,250488
944,Downtown,9,8,1995,TA,1496.0670388658175,1448.2157252233578,3,3,2,779.0,5543.30470898117,WD,206416
945,Suburbs,6,9,1971,TA,816.9235457809899,2225.7956934092813,3,2,1,266.0,8192.200948230035,WD,307705
946,Suburbs,10,6,2017,TA,691.2734577190417,2585.656601690568,3,3,1,221.0,8861.883244029721,WD,399851
947,Suburbs,6,9,1977,Ex,919.6585227806007,1956.1029401625913,4,2,2,575.0,5395.164497281396,WD,290214
948,Rural,7,7,2001,TA,771.2813436876557,2643.6385618536597,2,2,2,699.0,10357.592801272902,New,256103
949,Downtown,8,1,1996,Gd,1837.6095033872107,2652.8870678010353,3,2,2,474.0,7227.560656500929,New,448540
950,Historic,8,1,1920,Gd,,933.4107248805275,6,3,2,434.0,8256.823294480117,WD,202948
951,Suburbs,1,9,1975,Gd,1249.1796450850877,2414.943026060988,5,1,3,1012.0,6528.607625107785,WD,314473
952,Rural,5,9,1953,TA,1321.2978921934832,3063.880652923928,3,1,2,589.0,9743.814415096605,WD,275390
953,Suburbs,3,5,1984,TA,1548.4223917438594,2524.779605217235,3,1,0,0.0,6241.778622614753,WD,301316
954,Suburbs,3,3,2008,Gd,1247.2799910523847,3112.2876294010493,5,1,2,521.0,7884.304043050741,WD,441931
